"id","name","isTraded","trueOdds","formatDecimal","formatAmerican","status"
"7e84c7ea-b50a-36b7-b04c-12e4a3fbf481","Kaji, Haruka -2.5","True","1.434782608","1.43","-230","ONGOING"
"099776cf-cd51-3524-a3ef-bca4c8ebd911","Hontama, Mai -1.5","True","3.6","3.6","260","ONGOING"
"f461e10c-0194-318f-9a00-53bcbce3f64f","Kaji, Haruka +1.5","True","1.238095238","1.23","-420","ONGOING"
"82d32379-05ec-3f2e-96c3-b5637df0ff9f","Over 23.5","True","2.1","2.1","110","ONGOING"
"9e1e38ce-0877-3c15-8f95-32aefa9642e4","Under 23.5","True","1.649350649","1.64","-154","ONGOING"
"a367137c-8c65-3190-9bda-afe83561e66f","Hontama, Mai +1.5","True","2.07","2.07","107","ONGOING"
"a3d7827a-4618-3ab8-badb-4c508ba756d5","Kaji, Haruka -1.5","True","1.64516129","1.64","-155","ONGOING"
"10018a2d-7324-3a9e-bfa1-692a2650359e","Yes","True","2.07","2.07","107","ONGOING"
"90ae6110-11e0-3752-9702-d6be729f46fb","No","True","1.64516129","1.64","-155","ONGOING"
"64bdc6e5-a403-34d9-8c91-64fbb412a3a4","Yes","True","5.6","5.6","460","ONGOING"
"da49a6dd-6e76-324d-993f-eb3445a56f7e","No","True","1.1","1.1","-1000","ONGOING"
"99e46e58-b4c2-31bb-aa8f-5a92126c6c7a","Yes","True","2.8","2.8","180","ONGOING"
"24f7b094-44df-3683-9d9a-846723053432","No","True","1.37037037","1.37","-270","ONGOING"
"ab98cae9-6848-3b7f-8b28-31788c93e0f7","Hontama, Mai 2-1 Kaji, Haruka ","True","2.8","2.8","180","ONGOING"
"6b613f72-0130-3ce5-a42a-bd8eaa4e789b","Hontama, Mai 1-2 Kaji, Haruka ","True","6.5","6.5","550","ONGOING"
"f9c88aec-1839-3065-b059-00c968b76bde","Hontama, Mai 0-2 Kaji, Haruka ","True","1.598802395","1.59","-167","ONGOING"
"45a20679-0c57-3bf3-adcb-9dc7dfa9a9ce","Over 2.5","True","2.1","2.1","110","ONGOING"
"2d3cd812-239c-3577-b098-333a5cab81b4","Under 2.5","True","1.666666666","1.66","-150","ONGOING"
"3315e68f-865b-3bd7-8fcd-aaf65f93ac23","Over 12.5","True","2.5","2.5","150","ONGOING"
"21526d8c-cb8a-33e1-a874-295299dc94b4","Under 12.5","True","1.434782608","1.43","-230","ONGOING"
"0bc47bbf-efa6-34e5-9037-a09ddcac3c50","Hontama, Mai","True","2.05","2.05","105","ONGOING"
"58f6fba0-ea5f-3009-92b9-0a41bd9a90eb","Kaji, Haruka","True","1.649350649","1.64","-154","ONGOING"
"1a716b52-1e05-3201-8592-8cdb017a2247","Hontama, Mai","True","2.75","2.75","175","ONGOING"
"8f57b2c3-4dba-3338-8f55-b94ba05c8341","Kaji, Haruka","True","1.349650349","1.34","-286","ONGOING"
"5fb8d2c0-8c45-3429-ad79-c426f72ccbba","Over 10.5","True","2.07","2.07","107","ONGOING"
"d94dc4e3-b749-3583-9d8c-4fde1ef31a11","Under 10.5","True","1.64516129","1.64","-155","ONGOING"
"d0b91fa1-ef9b-3b45-a2a5-091b81c63ec7","Over 13.5","True","2.7","2.7","170","ONGOING"
"c87f6a78-e9e1-34ea-83c5-031d2789f714","Under 13.5","True","1.384615384","1.38","-260","ONGOING"
"c6036f17-173b-313e-b3fa-6a672922770c","Yes","True","2.4","2.4","140","ONGOING"
"da9955bd-985d-3f35-b1ea-ebe704b6603a","No","True","1.487804878","1.48","-205","ONGOING"
"51ae8c36-5c59-3d14-9fc0-b19b9eee30b0","Hontama, Mai & Over 27.5","True","2.8","2.8","180","ONGOING"
"a80157ec-f0c4-32c7-b654-4d45efb21840","Kaji, Haruka & Over 27.5","True","6.5","6.5","550","ONGOING"
"91de901c-927f-3147-beff-9886469f7048","Kaji, Haruka & Under 27.5","True","1.598802395","1.59","-167","ONGOING"
"6149441d-c053-3f87-8ef4-e78cc1e5f744","Yes","True","2.5","2.5","150","ONGOING"
"de06e290-b7ae-32ce-9136-f0b46daf6801","No","True","1.454545454","1.45","-220","ONGOING"
"f62adb54-8915-3dd9-86fd-c1dc1dd5825c","Holt, Brandon -2.5","True","2.22","2.22","122","ONGOING"
"6783a73e-3e90-3f21-aea0-192eefec15b6","Hsu, Yu Hsiou +2.5","True","1.64516129","1.64","-155","ONGOING"
"d99cbaf8-fbfc-332d-bbe3-0d29d302ff91","Holt, Brandon +7.5","True","2.5","2.5","150","ONGOING"
"bee08882-ede3-3af6-a65a-daf3226aef93","Hsu, Yu Hsiou -7.5","True","1.454545454","1.45","-220","ONGOING"
"b952ac68-117a-31f4-b8d9-40584314f3ae","Holt, Brandon -0.5","True","1.854700854","1.85","-117","ONGOING"
"e2ca9356-3560-336f-a564-1d0e60027114","Hsu, Yu Hsiou +0.5","True","1.884955752","1.88","-113","ONGOING"
"c02670f9-306f-3f52-b70c-dafae1239f25","Holt, Brandon +4.5","True","2.4","2.4","140","ONGOING"
"c31c3a1b-92da-336f-b26e-6696f64e0d21","Hsu, Yu Hsiou -4.5","True","1.454545454","1.45","-220","ONGOING"
"60cbe41e-b31c-34cc-9f30-84f89d2111b9","Holt, Brandon","True","4.2","4.2","320","ONGOING"
"151d29b1-93a8-33b6-b602-41a70b48c15d","Hsu, Yu Hsiou","True","1.181818181","1.18","-550","ONGOING"
"0c8850cb-c167-3605-b2db-2e5b1455f25e","Holt, Brandon","True","4.0","4.0","300","ONGOING"
"bad012e4-5ad0-3a44-95f4-8a6715884c71","Hsu, Yu Hsiou","True","1.2","1.2","-500","ONGOING"
"03c4c28a-a63b-340a-a687-acdd1f8320f8","Over 16.5","True","2.4","2.4","140","ONGOING"
"f3c51fe4-f5ca-320b-94ef-9221400a323e","Under 16.5","True","1.454545454","1.45","-220","ONGOING"
"bc7005e6-844b-331a-89ee-9f5a3e18d7ea","Over 20.5","True","1.588235294","1.58","-170","ONGOING"
"c28c22c9-a931-3d29-bd30-e8690723d5c8","Under 20.5","True","2.35","2.35","135","ONGOING"
"d85b4e8c-51d5-39c2-a408-3340c6c3d7b6","Over 24.5","True","2.35","2.35","135","ONGOING"
"808d7dde-fadd-32d1-a379-710d594b2c99","Under 24.5","True","1.588235294","1.58","-170","ONGOING"
"4fd45828-a311-33fa-9548-e9032ab87886","Over 8.5","True","1.333333333","1.33","-300","ONGOING"
"3030b960-ac12-372f-8cbd-e277e4b15014","Under 8.5","True","3.25","3.25","225","ONGOING"
"c978342d-103f-31cb-863b-be56f860fd21","Over 7.5","True","2.4","2.4","140","ONGOING"
"053a0f9f-7c53-30f9-ab75-c086c24e2437","Under 7.5","True","1.454545454","1.45","-220","ONGOING"
"44b0c3f7-2543-34a4-b7f8-95a6bdab1525","Holt, Brandon 0:6 Hsu, Yu Hsiou ","True","51.0","51.0","5000","ONGOING"
"cfb18450-d3d0-37fa-9c26-01c73e2e8a17","Holt, Brandon 1:6 Hsu, Yu Hsiou ","True","17.0","17.0","1600","ONGOING"
"25c53780-cefd-3382-bb17-d6599d21091c","Holt, Brandon 2:6 Hsu, Yu Hsiou ","True","11.0","11.0","1000","ONGOING"
"186c9d88-011c-30e7-88ba-be288fdfc1ef","Holt, Brandon 3:6 Hsu, Yu Hsiou ","True","8.0","8.0","700","ONGOING"
"2a6c585e-2a24-3812-afaa-316100fda22b","Holt, Brandon 4:6 Hsu, Yu Hsiou ","True","7.5","7.5","650","ONGOING"
"8c5150b7-0408-39c0-94b6-4e143a2526fc","Holt, Brandon 5:7 Hsu, Yu Hsiou ","True","15.0","15.0","1400","ONGOING"
"ca0ef136-1224-3a1b-861e-ec93cc68ec77","Holt, Brandon 6:7 Hsu, Yu Hsiou ","True","11.0","11.0","1000","ONGOING"
"da1f8df8-1e02-3459-a55e-88ea028d7623","Holt, Brandon 6:0 Hsu, Yu Hsiou ","True","41.0","41.0","4000","ONGOING"
"64e87287-4c5b-30f2-b334-f95ec655924c","Holt, Brandon  6:1 Hsu, Yu Hsiou ","True","17.0","17.0","1600","ONGOING"
"173593ed-9094-3f09-a768-3be8fda2b3e8","Holt, Brandon 6:2 Hsu, Yu Hsiou ","True","10.0","10.0","900","ONGOING"
"f214a50a-68fa-3a21-9d6a-e674d9c0ebeb","Holt, Brandon 6:3 Hsu, Yu Hsiou ","True","7.5","7.5","650","ONGOING"
"760159e9-262e-334e-9500-f4c3f913567f","Holt, Brandon 6:4 Hsu, Yu Hsiou ","True","7.0","7.0","600","ONGOING"
"5382916d-5b4a-39f8-9a8f-acc27daf9c73","Holt, Brandon 7:5 Hsu, Yu Hsiou ","True","15.0","15.0","1400","ONGOING"
"98eaf7e5-4463-314e-a400-85322b04f9ee","Holt, Brandon 7:6 Hsu, Yu Hsiou ","True","11.0","11.0","1000","ONGOING"
"6361f9d2-d49b-36ea-9914-0b9573d7fe14","Yes","True","1.526315789","1.52","-190","ONGOING"
"d432123a-8c9e-303d-9855-05131142aa97","No","True","2.3","2.3","130","ONGOING"
"31d2494e-17ba-3f35-a013-cc062ac2471e","Yes","True","3.25","3.25","225","ONGOING"
"895b4327-ee02-39b6-b93f-35aaa65bcf79","No","True","1.27027027","1.27","-370","ONGOING"
"0d3fe5a2-ab57-3a65-bb2a-4c72d101367c","Yes","True","2.5","2.5","150","ONGOING"
"26112a60-fc80-3363-b90f-99bb67b9e328","No","True","1.45045045","1.45","-222","ONGOING"
"d0e95b6e-87bc-3291-8e53-c6b9e886ccd5","Yes","True","3.05","3.05","205","ONGOING"
"d1e2cea3-c804-3d3d-9295-d51f4858bf1d","No","True","1.3003003","1.3","-333","ONGOING"
"658050d9-21b3-3e59-9c95-93504a7c2fa5","Kawaguchi N / Park S","True","1.649350649","1.64","-154","ONGOING"
"c8ad73ae-5bba-34b9-8254-ae35589a204e","Bhosale R / Grey S B","True","1.9009009","1.9","-111","ONGOING"
"857fc7c4-311a-34fb-aa95-ffce88a5ab89","Kawaguchi N / Park S","True","5.0","5.0","400","ONGOING"
"54abd861-19aa-3811-adfd-87574e8af2b8","Tie","True","1.9009009","1.9","-111","ONGOING"
"31447ea2-e986-3a37-a9df-cf2277299d84","Bhosale R / Grey S B","True","2.75","2.75","175","ONGOING"
"084ed12f-fba8-387d-b5ac-6fdd0606cb5b","Kawaguchi N / Park S +1.5","True","2.05","2.05","105","ONGOING"
"3eefd054-bdb3-3e79-bc74-f255cb0de763","Bhosale R / Grey S B -1.5","True","1.666666666","1.66","-150","ONGOING"
"e1d7488c-d237-33db-b5d1-afc658bc143b","Kawaguchi N / Park S","True","2.6","2.6","160","ONGOING"
"1affc99b-7139-35e8-b9d3-39ee85b6015c","Bhosale R / Grey S B","True","1.420168067","1.42","-238","ONGOING"
"d9123f73-838e-3447-987f-e1678748e78d","Over 21.5","True","1.699300699","1.69","-143","ONGOING"
"63cf5493-1068-31d8-a4a8-27174948ce7d","Under 21.5","True","2.05","2.05","105","ONGOING"
"b966f5b2-6006-3a3e-9fd8-d35d9928bc4c","Kawaguchi N / Park S -1.5","True","2.3","2.3","130","ONGOING"
"a7c7b708-b6cb-3e3d-b5f0-59efe57dee44","Bhosale R / Grey S B +1.5","True","1.526315789","1.52","-190","ONGOING"
"2bf098ac-2cb7-39ad-80e9-03886e5c689d","Yes","True","2.5","2.5","150","ONGOING"
"cc21c071-9d6d-3ec7-82cd-b8b884524ec9","No","True","1.45045045","1.45","-222","ONGOING"
"5f44bc65-9242-3510-b9da-793b6957f48d","Yes","True","1.45045045","1.45","-222","ONGOING"
"8e71ef41-84ea-32ca-a86e-374fa98a009b","No","True","2.5","2.5","150","ONGOING"
"f2c7d874-daf0-33e5-b3de-e0a1d5e39780","Kawaguchi N / Park S Win to 0","True","25.0","25.0","2400","ONGOING"
"6a6cf239-4a86-3df0-8852-9bdf1c1b19cd","Kawaguchi N / Park S Win to 15","True","11.0","11.0","1000","ONGOING"
"d996185e-54c9-3faa-9d73-a6647c72620d","Kawaguchi N / Park S Win  to 30","True","7.75","7.75","675","ONGOING"
"10e77993-f6af-3ea6-9c7c-05c816da4645","Kawaguchi N / Park S Win to 40","True","6.75","6.75","575","ONGOING"
"55de67be-de5a-32c3-ab65-ff980a118108","Bhosale R / Grey S B Win to 0","True","6.75","6.75","575","ONGOING"
"02332d10-1a01-3fd6-91e3-c9e712c2fcde","Bhosale R / Grey S B Win to 15","True","4.5","4.5","350","ONGOING"
"218b4478-35e8-38a0-82e2-66ff1b57b3fa","Bhosale R / Grey S B Win to 30","True","4.25","4.25","325","ONGOING"
"c9ffc3f9-3c43-375a-9d88-33817211e021","Bhosale R / Grey S B Win to 40","True","5.4","5.4","440","ONGOING"
"495cf6ea-4b48-301e-a020-6b4dcaffe94a","Kawaguchi N / Park S  2-0 Bhosale R / Grey S B ","True","2.3","2.3","130","ONGOING"
"59d22c75-1cc7-3858-94fc-d40b7881a919","Kawaguchi N / Park S 2-1 Bhosale R / Grey S B ","True","3.4","3.4","240","ONGOING"
"1a32237f-544b-3ac0-a7c1-0e8d4685a362","Kawaguchi N / Park S 1-2 Bhosale R / Grey S B ","True","2.5","2.5","150","ONGOING"
"1a330150-5b08-3fd9-bfb3-13537b8290fb","Over 2.5","True","1.526315789","1.52","-190","ONGOING"
"2923d9b5-0d79-3f2e-abf5-a868329521ab","Under 2.5","True","2.35","2.35","135","ONGOING"
"a784abf6-4bee-33cc-9707-0c59bfcce4b9","Over 9.5","True","2.02","2.02","102","ONGOING"
"fe63034a-0e7f-3cfc-a93a-b9a8ee5d654d","Under 9.5","True","1.64516129","1.64","-155","ONGOING"
"66ca5ffc-1010-32fe-8aed-474de91ad15e","Kawaguchi N / Park S","True","2.3","2.3","130","ONGOING"
"9fb36792-89fe-3db9-b6ec-fcb1de9e2715","Bhosale R / Grey S B","True","1.520833333","1.52","-192","ONGOING"
"b713c7ac-a18e-387f-b0f5-4e486db8e060","Kawaguchi N / Park S","True","1.45045045","1.45","-222","ONGOING"
"a5b69b29-6f5f-3aab-aab3-0b83144315a8","Bhosale R / Grey S B","True","2.45","2.45","145","ONGOING"
"e576cf9d-1a88-351f-bc2e-46519d0227e1","Kawaguchi N / Park S & Over 21.5","True","2.65","2.65","165","ONGOING"
"3f8c12c6-94ee-3a17-bc70-25dc6b8748b7","Bhosale R / Grey S B & Over 21.5","True","3.9","3.9","290","ONGOING"
"d18b4f62-9082-3f3d-9f70-983edb67fde9","Kawaguchi N / Park S & Under 21.5","True","2.8","2.8","180","ONGOING"
"b4354dc3-f822-37bf-be29-196c760e5bcd","Bhosale R / Grey S B & Under 21.5","True","6.25","6.25","525","ONGOING"
"2d5f4f44-8e8c-3359-81dc-ec07946be682","Kawaguchi N / Park S 6:0 Bhosale R / Grey S B ","True","50.0","50.0","4900","ONGOING"
"9a8c8d3a-5d25-3502-9b4d-feef320e754c","Kawaguchi N / Park S  6:1 Bhosale R / Grey S B ","True","16.5","16.5","1550","ONGOING"
"0cbf7c07-8d61-3e9d-831d-0df2873bd631","Kawaguchi N / Park S 6:2 Bhosale R / Grey S B ","True","14.0","14.0","1300","ONGOING"
"4a4e42c4-8da0-32be-be98-e980ed4f8818","Kawaguchi N / Park S 6:3 Bhosale R / Grey S B ","True","7.0","7.0","600","ONGOING"
"54f7d287-1978-31ec-8fa4-63299fd7525c","Kawaguchi N / Park S 6:4 Bhosale R / Grey S B ","True","10.5","10.5","950","ONGOING"
"070c575c-d5cf-3bca-9bd1-051372c2b766","Kawaguchi N / Park S 7:5 Bhosale R / Grey S B ","True","17.5","17.5","1650","ONGOING"
"a30f862e-6286-31fd-97f2-ed6df4f48ebd","Kawaguchi N / Park S 7:6 Bhosale R / Grey S B ","True","15.5","15.5","1450","ONGOING"
"de14488b-9b7f-3c3f-a9fe-37b6b700e7e6","Kawaguchi N / Park S 0:6 Bhosale R / Grey S B ","True","25.0","25.0","2400","ONGOING"
"4e6a19b5-518b-3f26-a901-524979f54e24","Kawaguchi N / Park S 1:6 Bhosale R / Grey S B ","True","12.0","12.0","1100","ONGOING"
"52d2994e-512b-3d1c-af49-f2eb19a19493","Kawaguchi N / Park S 2:6 Bhosale R / Grey S B ","True","5.9","5.9","490","ONGOING"
"38b3089f-7720-30af-90e1-121a6e5ef995","Kawaguchi N / Park S 3:6 Bhosale R / Grey S B ","True","7.25","7.25","625","ONGOING"
"b154e4ae-140d-395a-acc9-de4fa9bd4f78","Kawaguchi N / Park S 4:6 Bhosale R / Grey S B ","True","4.95","4.95","395","ONGOING"
"418f6d9a-b8ce-3ccf-af75-95d814657885","Kawaguchi N / Park S 5:7 Bhosale R / Grey S B ","True","13.0","13.0","1200","ONGOING"
"f98bfd45-0c1f-3709-900f-19f667a547e2","Kawaguchi N / Park S 6:7 Bhosale R / Grey S B ","True","12.5","12.5","1150","ONGOING"
"f31ecef4-d084-32d9-8baa-6202a4a869b2","4 Points","True","5.5","5.5","450","ONGOING"
"06493f56-f71b-3e09-92a0-8088c284b4a0","5 Points","True","3.3","3.3","230","ONGOING"
"5a1d267b-0cce-3894-bf5c-321b3262e588","6 Points","True","2.9","2.9","190","ONGOING"
"970866c1-f8d2-3e2c-b1d2-90c1fb5bc9f2","7+ Points","True","3.15","3.15","215","ONGOING"
"6f538d4e-f9e1-3708-ad6b-0059f51e32cb","Kawaguchi N / Park S","True","2.35","2.35","135","ONGOING"
"f8122072-af5c-3e36-8144-0cd701ebcf35","Bhosale R / Grey S B","True","1.526315789","1.52","-190","ONGOING"
"cfe491ff-94d9-3996-a1b8-40d9d47a9bd8","Kawaguchi N / Park S","True","1.847457627","1.84","-118","ONGOING"
"9ba0169b-acf1-38ca-afac-573fcfa7aa26","Bhosale R / Grey S B","True","1.847457627","1.84","-118","ONGOING"
"c526966d-794f-3b59-8229-9e730e27447f","Kawaguchi N / Park S","True","1.952380952","1.95","-105","ONGOING"
"51d44987-bc30-32a6-8fd5-1307947ac73a","Bhosale R / Grey S B","True","1.751879699","1.75","-133","ONGOING"
"60ad412a-abb9-3159-9e10-2a2a5442b09e","Kawaguchi N / Park S","True","2.05","2.05","105","ONGOING"
"1db442e6-8c01-3b1b-b2a3-6630c7ae1c91","Bhosale R / Grey S B","True","1.699300699","1.69","-143","ONGOING"
"f1a361d6-e352-3b76-aa17-4aaacdb2ddf8","Kawaguchi N / Park S","True","2.1","2.1","110","ONGOING"
"c4516f52-964d-3aac-b8d7-574aff6fefad","Bhosale R / Grey S B","True","1.649350649","1.64","-154","ONGOING"
"c6c814f8-79f7-3a7a-9c49-a4f2b0e03791","Yes","True","6.0","6.0","500","ONGOING"
"d8c796fb-d386-34da-bbfc-bbedbf0d5c44","No","True","1.083333333","1.08","-1200","ONGOING"
"6d7c08f3-ec3d-3bcc-b0ce-bd0e9e2ceacd","Yes","True","1.970873786","1.97","-103","ONGOING"
"62ba80e7-bc85-3e5e-8398-caa740137cc7","No","True","1.714285714","1.71","-140","ONGOING"
"df750a85-be11-3fd7-8aa5-b98aaa806f27","Yes","True","3.65","3.65","265","ONGOING"
"0b7ea06e-52ce-3f56-8cd9-b8aaaf8d39c6","No","True","1.219780219","1.21","-455","ONGOING"
"d480bc89-b9ba-37e1-8cad-06a9b9716440","Yes","True","3.5","3.5","250","ONGOING"
"156e5e2c-4d51-3490-b551-d84b5f9b2a5d","No","True","1.25","1.25","-400","ONGOING"
"cb635ffc-f0d3-3959-ba58-db8a65e44631","Yes","True","2.85","2.85","185","ONGOING"
"f721198c-bd30-3f19-8275-85f7b1d4a8e5","No","True","1.349650349","1.34","-286","ONGOING"
"7f87607c-4e95-3207-a4d9-a620ebf7c1a6","Hartono A / Thombare P G/Hartono A / Thombare P G","True","1.420168067","1.42","-238","ONGOING"
"361d2ee6-1e8b-32b6-9414-41ed4822a5f3","MA Y / Sawangkaew M/Hartono A / Thombare P G","True","6.75","6.75","575","ONGOING"
"a3aac7c7-fbdc-3c36-98de-35fa29fa5e9b","Hartono A / Thombare P G/MA Y / Sawangkaew M","True","11.5","11.5","1050","ONGOING"
"c678805b-fda0-39c8-83d6-556abf60912a","MA Y / Sawangkaew M/MA Y / Sawangkaew M","True","4.75","4.75","375","ONGOING"
"27fbfb57-eeec-3669-bf5f-74fd931bd2fd","Hartono A / Thombare P G","True","1.520833333","1.52","-192","ONGOING"
"4c40058f-8b40-3892-b4d5-e79e6eb3bbba","MA Y / Sawangkaew M","True","2.15","2.15","115","ONGOING"
"ab189b65-d07a-3c08-a682-8d2e1ee695af","Hartono A / Thombare P G","True","3.85","3.85","285","ONGOING"
"aaefec81-9215-3a29-aca3-9e196bedd420","Tie","True","1.9009009","1.9","-111","ONGOING"
"3324c64f-0da9-3981-ac03-7dc57db647d9","MA Y / Sawangkaew M","True","3.45","3.45","245","ONGOING"
"f5691359-4d81-35ec-8cfd-0c63a0a821fa","Hartono A / Thombare P G -1.5","True","2.3","2.3","130","ONGOING"
"410e7af7-e081-3b9b-b409-f4715af8b5f0","MA Y / Sawangkaew M +1.5","True","1.526315789","1.52","-190","ONGOING"
"cb44ea3f-78ef-31fc-95f2-d7e30a4b0655","Hartono A / Thombare P G","True","1.16","1.16","-625","ONGOING"
"d3fa8c30-35b4-35c4-ba69-d29b29ae3962","MA Y / Sawangkaew M","True","4.3","4.3","330","ONGOING"
"30ab3108-cbf5-35c5-bcfc-3a7e447e6d6b","Hartono A / Thombare P G","True","1.952380952","1.95","-105","ONGOING"
"3a6c4e8b-e31d-3336-b65a-05afb5922a53","MA Y / Sawangkaew M","True","1.751879699","1.75","-133","ONGOING"
"f3a5c77c-8397-3162-825a-e28980cb4db0","Over 21.5","True","1.649350649","1.64","-154","ONGOING"
"b687470a-9832-3b3c-baaf-65e95c46c70a","Under 21.5","True","2.05","2.05","105","ONGOING"
"aef59194-1235-356d-b9db-fdb478dd60c0","Hartono A / Thombare P G -1.5","True","1.714285714","1.71","-140","ONGOING"
"3ac39bbc-47df-376b-a7b6-5cbcfa38496c","MA Y / Sawangkaew M +1.5","True","1.970873786","1.97","-103","ONGOING"
"12f112e9-30d6-3774-859c-f7bee38ca59b","Hartono A / Thombare P G +1.5","True","1.071428571","1.07","-1400","ONGOING"
"6361d012-d5ac-32cd-bc4c-f2a13a6a3732","MA Y / Sawangkaew M -1.5","True","6.2","6.2","520","ONGOING"
"ee96bf00-66c0-3721-a7f1-d320739714ab","Yes","True","1.071428571","1.07","-1400","ONGOING"
"9ff4d473-6ed1-34d1-afca-a0f583ae4692","No","True","6.2","6.2","520","ONGOING"
"fb311a68-81f3-3302-b9b8-a7f40ea7466f","Yes","True","5.3","5.3","430","ONGOING"
"d6a4d86c-962e-3abb-8235-078b01f2dc98","No","True","1.1","1.1","-1000","ONGOING"
"685082a6-17c7-3513-8dbb-e2bfe3067792","Yes","True","1.25","1.25","-400","ONGOING"
"13b8c430-f32b-366e-aff9-bb96ec2ec5d1","No","True","3.5","3.5","250","ONGOING"
"4eb4c146-78fa-3959-b2f4-46d90ec6e43a","2 Sets","True","1.469483568","1.46","-213","ONGOING"
"1310623d-6be3-3fb7-bca2-1f5e93d132c3","3 Sets","True","2.45","2.45","145","ONGOING"
"c5b6e821-e0fd-33c8-9f15-970b7a4ab62d","Hartono A / Thombare P G Win to 0","True","14.5","14.5","1350","ONGOING"
"dcc3f451-4fe0-3e21-8a45-004e680cb3b4","Hartono A / Thombare P G Win to 15","True","7.25","7.25","625","ONGOING"
"f145a157-ef3c-3761-865b-ce776f1124b9","Hartono A / Thombare P G Win  to 30","True","5.6","5.6","460","ONGOING"
"5d01e026-0afd-3dc0-95a1-a445a4500092","Hartono A / Thombare P G Win to 40","True","5.5","5.5","450","ONGOING"
"7a1259be-20c0-329c-a03c-1c8fa6f65d2f","MA Y / Sawangkaew M Win to 0","True","10.5","10.5","950","ONGOING"
"db81fcac-c515-3dd1-8cd7-cdc1e84da62f","MA Y / Sawangkaew M Win to 15","True","6.25","6.25","525","ONGOING"
"54614938-144d-3c03-ad34-2737fcc07366","MA Y / Sawangkaew M Win to 30","True","5.1","5.1","410","ONGOING"
"544eacf9-bbe7-3746-95b0-c43af05b7e1c","MA Y / Sawangkaew M Win to 40","True","5.5","5.5","450","ONGOING"
"9c5779aa-48ab-3d59-a746-1daa9abbf09a","Hartono A / Thombare P G  2-0 MA Y / Sawangkaew M ","True","1.699300699","1.69","-143","ONGOING"
"a6be7390-7776-3089-87af-45b94db62a39","Hartono A / Thombare P G 2-1 MA Y / Sawangkaew M ","True","3.75","3.75","275","ONGOING"
"a47b9b86-51e4-3351-9cbb-5d80c9bfacfb","Hartono A / Thombare P G 1-2 MA Y / Sawangkaew M ","True","6.0","6.0","500","ONGOING"
"0672d02b-c7cf-33b6-8a46-70fb923b2f34","Hartono A / Thombare P G 0-2 MA Y / Sawangkaew M ","True","8.0","8.0","700","ONGOING"
"f297c35c-49e5-3456-bf78-e8a9475620a2","Over 2.5","True","2.5","2.5","150","ONGOING"
"e564dc64-1ab5-38cd-94d5-77f9e4b07250","Under 2.5","True","1.476190476","1.47","-210","ONGOING"
"7eed6d13-849a-3662-800e-062805a549b9","Over 12.5","True","1.8","1.8","-125","ONGOING"
"d3cfa938-3a1b-3e5b-a2ec-6f021fe9b5de","Under 12.5","True","1.847457627","1.84","-118","ONGOING"
"5b65e693-53a4-36f4-b33d-fd2ee15e2271","Hartono A / Thombare P G","True","1.32051282","1.32","-312","ONGOING"
"5e67f7ef-c07b-3a2e-8f33-9dbf0747a602","MA Y / Sawangkaew M","True","2.95","2.95","195","ONGOING"
"940fbd77-8d71-31ea-9101-171615fd1354","Hartono A / Thombare P G","True","1.3003003","1.3","-333","ONGOING"
"ef76c019-af3e-3aa2-8c78-7b630454fc30","MA Y / Sawangkaew M","True","3.0","3.0","200","ONGOING"
